name,position,address,phone,fax,mobile,address2
Mike Lewis,Neshoba County Tax Assessor,"401 E Beacon St,Ste 105, Philadelphia 39350",(601) 656-4541,(601) 656-5121,,
Mike Lewis,Neshoba County Tax Collector,"401 E Beacon St,Ste 105, Philadelphia 39350",(601) 656-4541,(601) 650-5121,,
J. O. Amis,Newton County Superintendent of Education," PO Box 97, Decatur 39327.",(601) 635-2317,(601) 635-4025,,
 Gary Beech,Pearl River County Tax Assessor," PO Box 509, Poplarville 39470",(601) 403-2320,(601) 403-2229,,
Gary Beech,Pearl River County Tax Collector," PO Box 509, Poplarville 39470",(601) 403-2220,(601) 403-2229,,
Becky Buie,Pike County Chancery Clerk," PO Box 309, Magnolia 39652",(601) 783-3362,(601) 783-5982,,
John Price,Pike County County Court Judge," 101 N Cherry St, Magnolia 39652.",(601) 783-2262,(601) 783-5185,,
Chad Toles,Pike County County Engineer," 206 Maryland Ave, McComb 39648",(601) 684-4564,,,
Bob Maddox,Prentiss County Tax Assessor," PO Box 342, Booneville 38829",(662) 728-4349,(662) 728-4472,,
Becky Boyd,Rankin County Circuit Clerk,"PO Box 1599, Brandon 39043",(601) 825-1466,(601) 825-1465,,
David Ruth,Rankin County Coroner,"PO Box 5646, Pearl 39208",(601) 939-5997,(601) 939-6798,,
Betty Odom,Scott County Justice Court Clerk," PO Box 371, Forest 39074",(601) 469-4555,(601) 469-5193,,
Tony McGee,Scott County Superintendent of Education,"100 E First St, Forest 39074",(601) 469-3861,(601) 469-3874,,
Debra Dace,Sunflower County Superintendent of Education," PO Box 70, Indianola 38751 ",(662) 887-4919,(662) 887-7051,,
Mike Jones,Tate County Constable (P-2),"171 E Tate Rd, Senatobia 38668",(662) 562-7626,(662) 562-7663,,
Joe Atkins,Tippah County Tax Assessor," 102-D N Main St, Ripley 38663 ",(662) 837-9956,(662) 837-9138,,
Joe Atkins,Tippah County Tax Collector," 102-C N Main St, Ripley 38663.",(662) 837-9410,(662) 837-1193,,
Jan Daigre,Warren County Circuit Clerk," PO Box 351, Vicksburg 39181",(601) 636-3961,(601) 630-4100,,
Jimmy McGee,Alcorn County Constable (P-2),"PO Box 226, Corinth 38835-0226",(662) 286-7777,(662) 286-2157,,
Jana Causey,Amite County Chancery Clerk," PO Box 680, Liberty 39645 ",(601) 657-8022,(601) 657-8288,,
Murry Toney,Amite County Constable," PO Box 362, Liberty 39645 ",(601) 684-7712,,,
Jimmy Vance,Calhoun County Constable (P-2),"PO Box 7, Pittsboro 38951.",(662) 412-3134,,,
Amy Burdine,Choctaw County Circuit Clerk,"PO Box 34, Ackerman 39735",(662) 285-6245,(662) 285-2196,,
Sherman Ivy,Clay County Constable,"PO Box 674, West Point 39773.",(662) 494-2051,(662) 494-4034,,
Todd Mooney,Copiah County Tax Assessor," PO Box 730, Hazlehurst 39083",(601) 894-2721,(601) 894-3026,,
Glen Ecroyd,George County Constable," 2226 Fig Farm Rd, Lucedale 39452 ",(601) 947-5314,,,
Ryan Walley,Greene County Constable (P-1)," PO Box 547, Leakesville 39451",(601) 394-2347,,,
Mark Holder,Greene County Tax Assessor," PO Box 477, Leakesville 39451",(601) 394-2378,(601) 394-6199,,
Mark Holder,Greene County Tax Collector," PO Box 477, Leakesville 39451",(601) 394-2378,(601) 394-6199,,
Alex Farmer,Grenada County Constable," 16 First St, Grenada 38901.",(662) 226-3331,(662) 227-5513,,
Greg Illich,Harrison County Justice Court Clerk," PO Box 1754, Gulfport 39502",(228) 865-4213,(228) 865-4216,,
Jerry Moore,Hinds County Constable," PO Box 3490, Jackson 39207",(601) 965-8800,,,
Paul Greene,Hinds County County Surveyor," PO Box 723, Clinton 39060",(601) 924-9434,,,
Joe McRaney,Holmes County Comptroller," PO Box 239, Lexington 39095",(662) 834-2508,(662) 834-3020,,
Stella Ross,Holmes County Justice Court Clerk," PO Box 99, Lexington 39095",(662) 834-4565,(662) 834-1402,,
Angel Meeks,Holmes County Superintendent of Education,"PO Box 630, Lexington 39095",(662) 834-2175,(662) 834-9060,,
Carol Gates,Itawamba County Circuit Clerk,"201 W Main St, Fulton 38843",(662) 862-3511,(662) 862-4006,,
Ty Thompson,Jackson County Constable," 5343 Jefferson Ave, Moss Point 39563",(228) 769-3080,,,
Nick Elmore,Jackson County Tax Assessor," PO Box 998, Pascagoula 39568-0998",(228) 769-3070,(228) 769-3005,,
Carl Bailey,Jefferson County Constable,"PO Box 553, Fayette 39069",(601) 786-8594,(601) 786-6017,,
Greg Pettis,Lafayette County Constable," 713 Jackson Ave, Oxford 38655 ",(662) 234-1545,(662) 238-7990,,
Wayne Smith,Lamar County Chancery Clerk," PO Box 247, Purvis 39475",(601) 794-8504,(601) 794-3903,,
Sandra Owen,Lamar County Justice Court Clerk," PO Box 1010, Purvis 39475",(601) 794-2950,(601) 794-1076,,
Kim Withers,Leake County Tax Assessor,"101 Court Sq,Ste 123, Carthage 39051",(601) 267-3021,(601) 267-6131,,
Kim Withers,Leake County Tax Collector,"101 Court Sq,Ste 123, Carthage 39051",(601) 267-3021,(601) 267-6131,,
Joe Huckaby,Lee County Constable,"PO Box 108, Tupelo 38802.",(662) 432-2502,,,
Jimmy Weeks,Lee County Superintendent of Education,"PO Box 832, Tupelo 38802.",(662) 841-9144,(662) 680-6012,,
Lynn Wright,Lowndes County Superintendent of Education," 1053 Hwy. 45 S, Columbus 39701",(662) 244-5005,(662) 224-5043,,
Johnny Sims,Madison County Constable,"2961 South Liberty St, Canton 39046",(601) 859-6337,(601) 859-5878,,
Don Cothern,Marshall County Constable," PO Box 5125, Holly Springs 38634.",(662) 252-4120,,,
Monet Autry,Marshall County Justice Court Clerk,"PO Drawer 729, Holly Springs 38635",(662) 252-3585,(662) 252-0028,,
Tina Morrow,Monroe County Justice Court Clerk,"PO Box 518, Amory 38821.",(662) 256-8493,(662) 256-7876,,
Allan Pratt,Montgomery County Coroner,"135 Liberty, Winona 38967.",(662) 283-2121,(662) 283-3339,,
Joe Killens,Neshoba County Superintendent of Education," PO Box 338, Philadelphia 39350",(601) 656-3752,(601) 656-3789,,
Mark Spence,Newton County Constable,"PO Box 69, Decatur 39327.",(601) 635-2740,(601) 635-4047,,
Tom Gregory,Oktibbeha County County Surveyor,"141 Kody Rd, Sturgis 39769",(662) 323-1800,(662) 724-2304,,
Eric Harris,Panola County Constable (P-1)," PO Box 249, Sardis 38666",(662) 487-2080,(662) 487-2008,,
Ray Hawkins,Panola County Constable (P-2)," PO Box 325, Batesville 38606",(662) 563-4193,(662) 487-2008,,
Billy Young,Pike County Constable," PO Box 509, Magnolia 39652",(601) 783-5333,(601) 783-4181,,
Lauren Munn,Pontotoc County Justice Court Clerk," 29 E Washington, Pontotoc 38863.",(662) 489-3921,(662) 488-2986,,
Tracy Brown,Sharkey County Tax Assessor,"PO Box 245, Rolling Fork 39159",(662) 873-4317,(662) 873-0115,,
Tracy Brown,Sharkey County Tax Collector,"PO Box 245, Rolling Fork 39159",(662) 873-4317,(662) 873-0115,,
Terry Tutor,Simpson County Coroner," PO Box 370, Magee 39111",(601) 849-9995,(601) 849-3880,,
Kim Jackson,Simpson County Justice Court Clerk," 1498 Simpson Hwy. 149, Mendenhall 39114",(601) 847-5848,(601) 847-5856,,
Glenn Grant,Tunica County Coroner," PO Box 2725, Tunica 38676",(662) 363-0134,(662) 363-2693,,
Janet Laird,Walthall County Justice Court Clerk," 808 Magnolia Ave, Tylertown 39667",(601) 876-2311,(601) 222-1351,,
Wade Carney,Walthall County Superintendent of Education," 814-A Morse Ave, Tylertown 39667",(601) 876-3401,(601) 876-6982,,
Doug Huskey,Warren County Coroner,"PO Box 1140, Vicksburg 39181.",(601) 634-8073,(601) 636-8020,,
Chad Shealy,Warren County Superintendent of Education," 1500 Mission 66, Vicksburg 39180",(601) 638-5122,(601) 631-2819,,
Scott Frost,Wayne County Constable (P-1),"25 Cedar Ridge Dr, Waynesboro 39367",(601) 735-0106,(601) 735-6266,,
Jamie Beard,Wayne County Constable (P-2),"810 Chickasawhay St, Waynesboro 39367",(601) 735-3118,(601) 735-6266,,
Jeff McMinn,Webster County Constable,"24 E Fox Ave, Eupora 39744",(662) 258-2590,(662) 258-3093,,
Irene Surma,Webster County Justice Court Clerk," 24 E Fox Ave, Eupora 39744",(662) 258-2590,(662) 258-3093,,
Edward Hunt,Winston County Constable,"PO Box 327, Louisville 39339",(662) 773-6016,(662) 773-8817,,
Donna Kraft,Yazoo County County Administrator," 211 E Broadway, Yazoo City 39194 ",(662) 746-8668,(662) 746-5116,,
Greg Younger,Alcorn County Chancery Clerk,"PO Box 69, Corinth 38835-0069",(662) 286-7700,(662) 286-7706,,
Joe Caldwell,Alcorn County Circuit Clerk,"PO Box 430, Corinth 38835-0430",(662) 286-7740,(662) 286-7767,,
Wayne Duncan,Alcorn County Constable (P-2)," PO Box 226, Corinth 38834",(662) 286-7776,,,
Jay H. Jones,Alcorn County Coroner," 4 Eagle Dr, Corinth 38834",(662) 284-6470,,,
Greg Younger,Alcorn County County Administrator,"PO Box 69, Corinth 38835",(662) 286-7702,(662) 286-7706,,
Eunice Blake,Amite County Tax Assessor," PO Box 356, Liberty 39645 ",(601) 657-8973,(601) 657-1083,,
Eunice Blake,Amite County Tax Collector," PO Box 356, Liberty 39645 ",(601) 657-8973,(601) 657-1083,,
Gerry Taylor,Attala County Chancery Clerk," 230 W Washington St, Kosciusko 39090",(662) 289-2921,(662) 289-7662,,
Bryan Weaver,Attala County Superintendent of Education," 100 Courthouse,Ste 3, Kosciusko 39090",(662) 289-2801,(662) 289-2804,,
Kathy Graves,Benton County Circuit Clerk,"PO Box 262, Ashland 38603",(662) 224-6310,(662) 224-6312,,
Larry Hobson,Benton County Coroner," 46 Chardean Ave, Ashland 38603",(662) 471-1139,(662) 224-6307,,
Cook Coggins,Benton County County Engineer," PO Box 218, Ashland 38603",(662) 224-6300,,,
Joe W Holman,Carroll County Constable,"PO Box 215, North Carrollton 38947",(662) 299-5222,,,
Garry Turner,Chickasaw County Constable (P-1)," 1 Pinson Square Rd, Houston 38851",(662) 456-3941,(662) 448-8122,,
Heather Wood,Choctaw County Justice Court Clerk," 140 Jail House Rd, Ackerman 39735",(662) 285-3599,(662) 285-9039,,
Darlean Lake,Coahoma County Justice Court Clerk,"144 Ritch St, Clarksdale 38614",(662) 624-3060,,,
Ronnie Earls,Copiah County Constable (P-2),"PO Box 798, Hazlehurst 39083",(601) 894-3218,(601) 894-1676,,
Ellis Stuart,Copiah County Coroner,"1087 Russell Rd, Wesson 39191",(601) 891-0101,(601) 894-1908,,
John R. Klem,Forrest County Constable," 700 Main St, Hattiesburg 39401",(601) 544-3136,(601) 545-6114,,
Chad Welford,George County Circuit Clerk,"355 Cox St,Ste C, Lucedale 39452 ",(601) 947-4881,(601) 947-8804,,
Stacy Dungan,George County Constable,"167 B Hempstead Rd, Lucedale 39452",(601) 508-9799,,,
Pam Touchard,George County Superintendent of Education,"5152 Main St, Lucedale 39452",(601) 947-6993,(601) 947-8805,,
Ladd Pulliam,Greene County Coroner," 909 Lakeview Dr, Leakesville 39451",(601) 525-6054,,,
L. Joe Beard,Greene County Constable (P-2)," PO Box 547, Leakesville 39451",(601) 394-2347,(601) 394-2114,,
Jimmy Malone,Grenada County Constable," 16 First St, Grenada 38901.",(662) 226-3331,(662) 227-5513,,
David Melton,Grenada County Tax Assessor,"PO Box 1488, Grenada 38902-1488",(662) 226-1741,(662) 226-3701,,
David Melton,Grenada County Tax Collector,"PO Box 1488, Grenada 38902-1488",(662) 226-1741,(662) 226-3701,,
Alan Dedeaux,Hancock County Superintendent of Education," 17304 Hwy. 603, Kiln 39556",(228) 255-0376,(228) 255-0378,,
Paul Johnson,Harrison County Constable,"1620 23rd Ave, Gulfport 39501",(228) 865-4278,,,
Sharkey Ford,Holmes County Constable,"PO Box 99, Lexington 39095",(662) 834-4565,(662) 834-1402,,
Randy Carney,Jackson County Circuit Clerk,"PO Box 998, Pascagoula 39568-0998",(228) 769-3040,(228) 769-3180,,
Brian Fulton,Jackson County County Administrator,"PO Box 998, Pascagoula 39568",(228) 769-3089,(228) 769-3348,,
Lisa Fairley,Jackson County Justice Court Administrator," 5343 Jefferson St, Moss Point 39563",(228) 769-3080,(228) 769-3364,,
Greg Terrell  ,Jasper County Constable,"4034 Hwy. 528, Heidelberg 39439",(601) 727-3489,(601) 727-3489,,
Keith Barlow,Jasper County Constable," PO Box 1054, Bay Springs 39422",(601) 764-2065,(601) 764-3402,,
Randy Graham,Jasper County Coroner,"378 CR 212, Laurel 39443",(601) 670-1109,,,
Zack Jackson,Jefferson Davis County Constable (P-1)," PO Box 1407, Prentiss 39474",(601) 792-5129,(601) 792-5980,,
Jimmy Slater,Jefferson Davis County Coroner," PO Box 479, Prentiss 39474",(601) 792-4229,(601) 792-4957,,
Mike Sumrall,Jones County Constable,"551 Buffalo Hills Rd, Ellisville 39437",(601) 335-3034,,,
Yolanda Cook,Kemper County County Administrator," PO Box 188, DeKalb 39328 ",(601) 743-4477,(601) 743-2677,,
Tami Dawkins,Kemper County Justice Court Clerk,"PO Box 661, DeKalb 39328 ",(601) 743-2793,(601) 743-2789,,
Chance Curry,Lamar County Constable," PO Box 1010, Purvis 39475",(601) 794-2950,(601) 794-1076,,
Cliff Butler,Lawrence County Constable,"PO Box 903, Monticello 39654",(601) 587-4854,(601) 587-0755,,
Ryan Everett,Lawrence County Constable," PO Box 903, Monticello 39654",(601) 587-4854,(601) 587-0755,,
Dot Merchant,Leake County Chancery Clerk," PO Box 72, Carthage 39051",(601) 267-7371,(601) 267-6137,,
W Lavon Boyd,Lincoln County Constable (P-2)," PO Box 767, Brookhaven 39602",(601) 835-3474,(601) 835-3494,,
David Fields,Lincoln County County Administrator," 301 S First St, Rm. 202, Brookhaven 39601",(601) 853-3421,(601) 835-3455,,
Roger Martin,Lincoln County Constable (P-2)," PO Box 767, Brookhaven 39602",(601) 835-3474,(601) 835-3494,,
Anita E Wray,Madison County Circuit Clerk," PO Box 1626, Canton 39046",(601) 859-4365,(601) 859-8555,,
Chuck Thomas,Marshall County Chancery Clerk," PO Box 219, Holly Springs 38635",(662) 252-4431,(662) 551-3302,,
Karen Carter,Montgomery County Justice Court Clerk," PO Box 229, Winona 38967",(662) 283-2290,(662) 283-2052,,
Michael Hood,Montgomery County Superintendent of Education," PO Box 687, Winona 38967",(662) 283-4533,(662) 283-4584,,
R.L. Calhoun,Noxubee County Coroner,"2832 Jefferson St, Macon 39341",(662) 361-0740,,,
Shank Phelps,Oktibbeha County Constable," 2312 Douglastown Rd, Maben 39750",(601) 324-3032,,,
Michael Hunt,Oktibbeha County Coroner,"2389 Silver Ridge Rd, Starkville 39759",(662) 323-4320,(662) 323-1356,,
Nora Goliday,Oktibbeha County Justice Court Clerk,"104 Felix Long Dr, Starkville 39759 ",(662) 324-3032,(662) 388-1078,,
Allen Morgan,Oktibbeha County Tax Assessor,"101 East Main St, Starkville 39759.",(662) 323-1273,(662) 338-1066,,
Allen Morgan,Oktibbeha County Tax Collector,"101 East Main St, Starkville 39759.",(662) 323-1273,(662) 338-1066,,
Kelley Magee,Panola County County Administrator," PO Box 807, Batesville 38606",(662) 563-6200,,,
Tommy Corbin,Pontotoc County Constable," 29 E Washington, Pontotoc 38863.",(662) 489-3921,(662) 489-2986,,
Randle Downs,Prentiss County Superintendent of Education,"PO Box 179, Booneville 38829",(662) 728-4911,(662) 728-2000,,
Tommy Bryant,Quitman County Constable," PO Box 33, Crowder 38622",(662) 326-2104,(662) 326-2330,,
Alice Smith,Quitman County Tax Assessor,"220 Chestnut St,Ste 1, Marks 38646",(662) 326-8928,(662) 326-8004,,
Alice Smith,Quitman County Tax Collector,"220 Chestnut St,Ste 1, Marks 38646",(662) 326-8928,(662) 326-8004,,
Bill Freeman,Scott County Constable (P-2),"PO Box 371, Forest 39074",(601) 469-4555,(601) 469-5193,,
Ted Blakeney,Simpson County Constable (P-1),"1498 Simpson Hwy. 149, Mendenhall 39114",(601) 847-5848,(601) 847-5856,,
Cindy Austin,Smith County Chancery Clerk,"PO Box 39, Raleigh 39153",(601) 782-9811,(601) 782-4690,,
Becky Martin,Smith County Tax Assessor,"PO Box 157, Raleigh 39153",(601) 782-9803,(601) 782-4006,,
Becky Martin,Smith County Tax Collector,"PO Box 157, Raleigh 39153",(601) 782-9803,(601) 782-4006,,
Ernie Brents,Tate County Tax Collector," 201 Ward St, Senatobia 38668",(662) 562-4404,(662) 562-7486,,
Randy Graves,Tippah County Circuit Clerk,"102-A N Main, Ripley 38663",(662) 837-7370,(662) 837-1030,,
Terry Mathis,Tippah County Constable,"205-B Spring Ave, Ripley 38663 ",(662) 837-8842,(662) 837-1398,,
Melinda Crum,Tippah County County Administrator,"101 E Spring St, Ripley 38663",(662) 837-1026,(662) 837-1013,,
Jamie Stuart,Tishomingo County Constable,"1008 Battleground Dr, Iuka 38852",(662) 423-7033,(662) 423-7050,,
Mack Wilemon,Tishomingo County Coroner," 1804 Independence Sq, Iuka 38852",(662) 423-5222,(662) 423-7093,,
Joe Anderson,Tunica County Constable,"5130 Old Moon Landing Rd, Tunica 38676",(662) 363-2178,(662) 363-4234,,
Adrian McKay,Tunica County County Administrator," 1058 S Court St, PO Box 639, Tunica 38676.",(662) 363-1465,(662) 363-3215,,
Ronnie Goudy,Union County Constable,"PO Box 27, New Albany 38652",(662) 534-1951,(662) 534-1935,,
Malcoum Kent,Washington County Constable," 905 W Alexander, Greenville 38701",(662) 332-0633,(662) 390-4760,,
Barbara Gore,Webster County Tax Assessor," PO Box 417, Walthall 39771",(662) 258-6446,(662) 258-7686,,
Barbara Gore,Webster County Tax Collector," PO Box 417, Walthall 39771",(662) 258-6446,(662) 258-7686,,
Johnny Clark,Wilkinson County Constable," PO Box 40, Woodville 39669",(601) 888-3538,(601) 888-7591,,
Ken McMullan,Winston County Superintendent of Education,"PO Box 909, Louisville 39339",(662) 773-3411,(662) 773-4013,,
Darlene Bane,Winston County Tax Assessor,"113 W Main St, Louisville 39339",(662) 773-3694,(662) 773-8816,,
Darlene Bane,Winston County Tax Collector,"113 W Main St, Louisville 39339",(662) 773-3694,(662) 773-8816,,
Ralph Horton,Yalobusha County Constable," 4294 Hwy. 330, Coffeeville 38922",(662) 417-7590,(662) 473-5020,,
Quint Carver,Yazoo County Chancery Clerk," PO Box 68, Yazoo City 39194",(662) 746-2661,(662) 746-3893,,
Robert Dixon,Yazoo County County Engineer,"110 N Jerry Clower Blvd, Ste. 2, Yazoo City 39194",(662) 746-4000,,,
Robert Dixon,Yazoo County County Surveyor,"110 N Jerry Clower Blvd,Ste 2, Yazoo City 39194",(662) 746-1090,,,
Becky Fisher,Yazoo County Superintendent of Education,"119 West Jefferson, Yazoo City 39194",(662) 746-4672,(662) 746-2001,,
Johnny Butler,Alcorn County Constable (P-1)," PO Box 226, Corinth 38834",(662) 286-7776,,,
Steve Little.,Alcorn County Constable (P-1),"PO Box 360, Glen 38846",(662) 286-7777,,,
Vicky Everett,Benton County Justice Court Clerk,"PO Box 152, Ashland 38603",(662) 224-6320,(662) 224-6313,,
Steve Bostick,Benton County Superintendent of Education," PO Box 247, Ashland 38603",(662) 224-6252,(662) 224-3607,,
Hunter Nowell,Bolivar County County Court Judge," PO Box 188, Cleveland 38732",(662) 843-7175,(662) 843-5337,,
Carlton Baker,Calhoun County Circuit Clerk,"PO Box 25, Pittsboro 38951",(662) 412-3101,(662) 412-3103,,
Tracy McGuirt,Calhoun County Justice Court Clerk," PO Box 7, Pittsboro 38951.",(662) 412-3134,,,
Mark Ferguson,Calhoun County Constable (P-1)," PO Box 7, Pittsboro 38951.",(662) 412-3134,,,
Unshay Randle,Chickasaw County Constable,"234 W Main St, Rm. 207, Okolona 38860",(662) 447-3402,(662) 447-5020,,
Keith Coleman,Choctaw County Coroner," 303 N Commerce St, Ackerman 39735 ",(662) 285-8804,(662) 285-2658,,
Marty Crowder,Choctaw County County Engineer," PO Box 1209, Ackerman 39735 ",(662) 285-2062,(662) 285-2618,,
Gloria Dotson,Claiborne County Chancery Clerk," PO Box 449, Port Gibson 39150",(601) 437-4992,(601) 437-3137,,
James Mallett,Claiborne County Coroner," PO Box 219, Port Gibson 39150",(601) 437-4116,,,
Steven Myrick,Clarke County County Administrator,"PO Box 616, Quitman 39355",(601) 776-1012,(601) 776-1013,,
Paige Lampkin,Clay County Tax Assessor," PO Box 795, West Point 39773.",(662) 494-3432,(662) 494-7452,,
Paige Lampkin,Clay County Tax Collector," PO Box 795, West Point 39773.",(662) 494-3432,(662) 494-7452,,
C. Kent Haney,Coahoma County County Court Judge," PO Box 756, Clarksdale 38614",(662) 624-3036,(662) 451-0516,,
Daniel Vassel,Coahoma County County Administrator,"PO Box 579, Clarksdale 38614.",(662) 624-3028,(662) 624-3029,,
Ron McMasters,Copiah County County Engineer," 212 Waterford Square,Ste 300, Madison 39110",(601) 605-1090,,,
Roger Dickens,Covington County Constable," PO Box 665, Collins 39428.",(601) 765-6581,(601) 765-5014,,
Misty Heffner,DeSoto County Chancery Clerk,"PO Box 949, Hernando 38632",(662) 469-8005,(662) 469-8308,,
Corey Uselton,DeSoto County Superintendent of Education," 5 E South St, Southaven 38632",(662) 429-5271,,,
Parker Pickle,DeSoto County Tax Assessor," 365 Losher St, Hernando 38632",(662) 469-8029,(662) 469-8201,,
Joey Treadway,DeSoto County Tax Collector," 365 Losher St, Hernando 38632",(662) 469-8030,(662) 469-8105,,
Warren Walker,Franklin County Circuit Clerk," PO Box 267, Meadville 39653",(601) 384-2320,(601) 384-8244,,
Sandra Tanner,George County Justice Court Clerk,"368 Cox St, Lucedale 39452",(601) 947-4834,(601) 947-1911,,
Terry Necaise,Hancock County Constable," 8450 Hwy. 90, Bay St. Louis 39520",(228) 467-5573,,,
Jimmie Ladner,Hancock County Tax Assessor," PO Box 2428, Bay St. Louis 39521",(228) 467-5727,(228) 466-6239,,
Jimmie Ladner,Hancock County Tax Collector," PO Box 2428, Bay St. Louis 39521",(228) 467-4425,(228) 466-6239,,
Gary Hargrove,Harrison County Coroner," PO Box 4036, Gulfport 39502",(228) 865-4290,,,
Henry Luckett,Holmes County Chancery Clerk," PO Box 1211, Lexington 39095.",(662) 834-2508,(662) 834-1872,,
Dexter Howard,Holmes County Coroner," PO Box 641, Lexington 39095",(662) 472-2051,,,
Linda Rollins,Holmes County Tax Assessor," PO Box 449, Lexington 39095",(662) 834-2865,(662) 834-9010,,
Linda Rollins,Holmes County Tax Collector," PO Box 449, Lexington 39095",(662) 834-2865,(662) 834-9010,,
Tommy Goodwin,Humphreys County County Administrator," PO Box 547, Belzoni 39038",(662) 247-1740,(662) 247-0101,,
Ronda Delaney,Issaquena County Chancery Clerk," PO Box 27, Mayersville 39113",(622) 873-2761,(662) 873-2061,,
Terry Johnson,Itawamba County Constable," 141 Houston Lake Rd, Fulton 38843",(662) 891-1898,(662) 862-5805,,
Tami M. Beane,Itawamba County Tax Assessor,"PO Box 158, Fulton 38843",(662) 862-7598,(662) 862-7598,,
Josh Eldridge,Jackson County Chancery Clerk,"PO Box 998, Pascagoula 39568-0998",(228) 769-3131,(228) 769-3414,,
Lydia Pittman,Jasper County Justice Court Clerk,"PO Box 1054, Bay Springs 39422",(601) 764-2065,(601) 764-3402,,
Delorise Frye,Jefferson County Chancery Clerk," PO Box 145, Fayette 39069",(601) 786-3021,(601) 786-6009,,
Marilyn Jones,Jefferson County Justice Court Clerk," PO Box 1047, Fayette 39069",(601) 786-8594,(601) 786-6017,,
Harold Rhodes,Jefferson Davis County Constable (P-2)," PO Box 1407, Prentiss 39474",(601) 792-5129,(601) 792-5980,,
Ronnie Barnes,Jefferson Davis County Constable (P-1)," PO Box 1407, Prentiss 39474",(601) 792-5129,(601) 792-5980,,
Calvin Graves,Jefferson Davis County Constable (P-2)," PO Box 1407, Prentiss 39474",(601) 792-5129,(601) 792-5980,,
Nancy Barnett,Jones County Coroner,"180 Shady Grove Moss Rd, Laurel 39443",(601) 425-7200,(601) 477-7201,,
Tracey Murray,Kemper County Circuit Clerk,"PO Box 130, DeKalb 39328 ",(601) 743-2224,(601) 743-4173,,
Terry Bostick,Kemper County Coroner," Rt. 1 Box 103, Scooba 39358",(601) 476-5547,(601) 743-4173,,
Jody Mayfield,Lafayette County Constable," 713 Jackson Ave, Oxford 38655 ",(662) 234-0727,(662) 238-7990,,
Dr. Adam Pugh,Lafayette County Superintendent of Education,"100 Commodore Dr, Oxford 38655",(662) 234-3271,(662) 236-3019,,
Bill Anderson,Lamar County Constable (P-1)," PO Box 1010, Purvis 39475",(601) 794-2950,(601) 794-1076,,
Charles Greer,Lamar County Constable,"PO Box 1010, Purvis 39475",(601) 794-2950,(601) 794-1076,,
Tess R. Smith,Lamar County Superintendent of Education,"PO Box 609, Purvis 39475",(601) 794-1030,(601) 794-1012,,
Kevin Rayborn,Lawrence County Chancery Clerk,"PO Box 821, Monticello 39654",(601) 587-7162,(601) 587-0750,,
James Brister,Lawrence County Circuit Clerk," PO Box 1249, Monticello 39654",(601) 587-4791,(601) 587-4405,,
Monty Sanders,Lawrence County County Surveyor," PO Box 1707, Monticello 39654",(601) 587-4543,(601) 587-0750,,
Steve Pernell,Leflore County Constable,"PO Box 8056, Greenwood 38935",(662) 453-1605,(662) 455-8759,,
Debra Sanders,Leflore County Coroner," PO Box 934, Greenwood 38935",(662) 453-9700,(662) 453-5010,,
Larresia Hunt,Leflore County Justice Court Clerk," PO Box 8056, Greenwood 38935",(662) 453-1605,(662) 455-8759,,
Clay McMorris,Lincoln County Coroner," PO Box 357, Brookhaven 39602",(601) 835-3477,,,
Sharon Lofton,Lincoln County Justice Court Clerk," PO Box 767, Brookhaven 39602",(601) 835-3474,(601) 835-3494,,
Mickey Meyers,Lincoln County Superintendent of Education," 233 East Monticello St, Brookhaven 39601",(601) 835-0011,(601) 833-3030,,
Greg Merchant,Lowndes County Coroner," PO Box 2342, Columbus 39704 ",(662) 327-5197,(662) 329-3469,,
Michael Brown,Madison County Constable," 2961 South Liberty St, Canton 39046",(601) 859-6337,(601) 859-5878,,
Alex Breeland,Madison County Coroner," 3304 Liberty St, Canton 39046  ",(601) 859-3661,(601) 859-1299,,
Shelton Vance,Madison County County Administrator,"PO Box 608, Canton 39046",(601) 855-5500,(601) 859-5875,,
Dr. Lela Hale,Marshall County Superintendent of Education,"PO Box 38, Holly Springs 38635",(662) 252-4271,(662) 252-5129,,
Ronnie Boozer,Monroe County Chancery Clerk," PO Box 578, Aberdeen 39730",(662) 369-8143,(662) 369-7928,,
Patrick Chism,Monroe County Constable,"60018 Indian Cr, Smithville 38870",(662) 315-2349,(662) 256-7876,,
L.C. Smith Jr,Montgomery County Constable," 206 Moore St, Duck Hill 38925",(662) 565-2916,(662) 283-2052,,
Donny Collins,Newton County Constable,"PO Box 69, Decatur 39327.",(601) 635-2740,(601) 635-4047,,
Roger Liddell,Noxubee County Superintendent of Education,"PO Box 540, Macon 39341 ",(662) 726-4527,(662) 726-2809,,
Emily Garrard,Oktibbeha County County Administrator," 108 W Main St, Starkville 39759",(662) 323-1520,(662) 338-1065,,
 Derek Turnage,Pearl River County Coroner," PO Box 703, Picayune 39466",(601) 749-7750,(601) 749-7751,,
Scott Dearman,Perry County Superintendent of Education,"PO Box 137, New Augusta 39462",(601) 964-3211,(601) 964-8205,,
Denny Johnson,Pike County Constable," PO Box 509, Magnolia 39652",(601) 783-5333,(601) 783-4181,,
Brock Puckett,Pontotoc County Superintendent of Education,"285 Hwy. 15 Bypass S, Pontotoc 38863 ",(662) 489-3932,(662) 489-3182,,
Van McWhirter,Pontotoc County Tax Assessor," 11 E Washington St, Pontotoc 38863",(662) 489-3904,(662) 489-3917,,
