link,text
https://www.ojjdp.gov/pubs/251486.pdf,Girls in the Juvenile Justice System
https://www.splcenter.org/sites/default/files/com_solitary_confinement_0.pdf,Solitary Confinement:
https://www.sentencingproject.org/wp-content/uploads/2019/03/The-Next-Step.pdf?eType=EmailBlastContent&eId=ffe84d4d-50b1-4e62-941a-57f8e550ed82,The Next Step:
http://www.deathpenaltyworldwide.org/pdf/judged-for-more-than-her-crime.pdf,Judged for More Than Her Crime:
https://phr.org/wp-content/uploads/2017/06/phr_drugcourts_report_singlepages.pdf,Neither Justice nor Treatment:
https://www.urban.org/sites/default/files/publication/99077/reclassified_state_drug_law_reforms_to_reduce_felony_convictions_and_increase_second_chances.pdf,Reclassified
https://storage.googleapis.com/vera-web-assets/downloads/Publications/people-in-prison-in-2018/legacy_downloads/people-in-prison-in-2018-updated.pdf,People in Prison in 2018
http://thenyic.pi.bypronto.com/wp-content/uploads/sites/2/2018/06/SweptUp_Report_Final-1.pdf,Swept Up in the Sweep:
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3374571,Misdemeanors by the Numbers
https://www.pnas.org/content/early/2019/04/02/1808976116,The criminogenic and psychological effects of police stops on adolescent black and Latino boys
https://www.prisonpolicy.org/scans/phelps/mass_probation_and_inequality.pdf,Mass Probation and Inequality:
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3333423#%23,"Dirty Data, Bad Predictions:"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3316266,Impact of Risk Assessment on Judges' Fairness in Sentencing Relatively Poor Defendants
https://journals.sagepub.com/doi/pdf/10.1177/0033354918793627,A Public Health Strategy for the Opioid Crisis
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2518603/,Incarceration as Forced Migration:
https://www.prisonpolicy.org/scans/copsdoj/cops_w0869_pub.pdf,Sheriffs Addressing the Mental Health Crisis
https://www.nclc.org/images/pdf/criminal-justice/white-paper-criminal-justice-debt-in-the-south-dec2018.pdf,Criminal Justice Debt in the South:
https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.20161503,"The Effects of Pretrial Detention on Conviction, Future Crime, and Employment:"
https://www.mdrc.org/sites/default/files/PSA_Mecklenburg_Brief1.pdf,Evaluation of Pretrial Justice System Reforms That Use the Public Safety Assessment:
http://econweb.umd.edu/~pope/pretrial_paper.pdf,The Unintended Impact of Pretrial Detention on Case Outcomes:
https://www.nclc.org/images/pdf/criminal-justice/report-commercialized-injustice-dec2018.pdf,Commercialized (In)Justice:
http://www2.centerforhealthandjustice.org/sites/www2.centerforhealthandjustice.org/files/publications/CHJ%20Diversion%20Report_web.pdf,A National Survey of Criminal Justice Diversion Programs and Initiatives
http://www2.centerforhealthandjustice.org/sites/www2.centerforhealthandjustice.org/files/publications/IL-ProsecutorialDiversionSurvey-2017.pdf,A Survey of Prosecutorial Diversion in Illinois
https://docs.wixstatic.com/ugd/aa251a_11a9e017e9194dacadbb588404d097f1.pdf,Criminalization of Self-Induced Abortion in the United States:
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3327533,High Time for Criminal Justice Reform:
https://static1.squarespace.com/static/59dc0ec564b05fea9d3dfee3/t/5c75bdc7e2c483e53c01e269/1551220170400/IncarcerationAccessToCredit-v022619.pdf,No Credit For Time Served?
https://journals.sagepub.com/doi/pdf/10.1177/2378023119829332,What Percentage of Americans Have Ever Had a Family Member Incarcerated?:
https://ajph.aphapublications.org/doi/pdf/10.2105/AJPH.2019.305006,"Pregnancy Outcomes in US Prisons, 2016-2017"
https://arwhite.mit.edu/sites/default/files/images/misdemeanor_draft_spring2018.pdf,Misdemeanor Disenfranchisement?
https://journals.sagepub.com/doi/full/10.1177/0003122419826020?utm_source=The+Appeal&utm_campaign=95c72c66ba-EMAIL_CAMPAIGN_2018_08_09_04_14_COPY_01&utm_medium=email&utm_term=0_72df992d84-95c72c66ba-5,Aggressive Policing and the Educational Performance of Minority Youth
http://www.hamiltonproject.org/assets/files/Makowsky_PP_20190314.pdf,A Proposal to End Regressive Taxation through Law Enforcement
https://www.cpr.org/sites/default/files/homelessness-study.pdf,No Right to Rest:
https://www.law.du.edu/documents/homeless-advocacy-policy-project/2-16-16-Final-Report.pdf,Too High a Price:
https://www.prisonpolicy.org/scans/yalelaw/criminalization_of_homelessness_report_for_web_full_report.pdf,"""Forced into Breaking the Law"":"
https://wclp.org/wp-content/uploads/2019/03/TowedIntoDebt.Report.pdf,Towed into Debt:
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3355599,Driver's License Suspension in North Carolina
https://www.princeton.edu/~wdobbie/files/racialbias.pdf,Racial Bias in Bail Decisions
https://hyeyoungyou.files.wordpress.com/2015/08/fines.pdf,Who Pays for Government?
https://www.prisonpolicy.org/reports/pie2019.html,Mass Incarceration:
https://object.cato.org/sites/cato.org/files/pubs/pdf/irpb-11.pdf,Criminal Immigrants in 2017:
https://www.prisonpolicy.org/reports/grading_parole.html,Failure should not be an option:
http://ccresourcecenter.org/wp-content/uploads/2019/01/Fair-chance-and-expungement-reforms-in-2018-CCRC-Jan-2019.pdf,Reducing Barriers to Reintegration:
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3353620&download=yes,Expungement of Criminal Convictions:
https://sites.lsa.umich.edu/mgms/wp-content/uploads/sites/283/2019/01/Diversion.pdf,Diversion in the Criminal Justice System
https://www.prisonpolicy.org/scans/yalelaw/asca_liman_2018_restrictive_housing_revised_sept_25_2018_-_embargoed_unt.pdf,Reforming Restrictive Housing:
http://www.rootcausecoalition.org/wp-content/uploads/2018/08/Community-and-the-Crime-Decline-The-Causal-Effect-of-Local-Nonprofits-on-Violent-Crime.pdf,Community and the Crime Decline:
http://www.bu.edu/bulawreview/files/2018/06/BERMAN-ADLER.pdf,Toward Misdemeanor Justice:
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3966663/,Criminalization of HIV Transmission and Exposure:
https://www.researchgate.net/publication/325917772_Police_killings_and_their_spillover_effects_on_the_mental_health_of_black_Americans_a_population-based_quasi-experimental_study,Police killings and their spillover effects on the mental health of black Americans:
https://indd.adobe.com/view/f3b39ab5-1da5-409e-97a6-a0b060d2f578,Too Poor to Pay:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/how-new-orleans-funds-justice/legacy_downloads/How-New-Orleans-Funds-Justice-2.pdf,How New Orleans Funds Justice
https://www.brennancenter.org/sites/default/files/publications/2019_02_21_10AMJusticeAgendaforCandidates.pdf,Ending Mass Incarceration:
https://lawdigitalcommons.bc.edu/cgi/viewcontent.cgi?article=3659&context=bclr,Criminalizing Race:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/a-new-path-to-justice-getting-women-off-rikers-island/legacy_downloads/A-New-Path-to-Justice-v.5.pdf,A New Path to Justice:
https://www.hivlawandpolicy.org/sites/default/files/Wildeman_Mass%20incarceration%2C%20public%20health%2C%20and%20widening%20inequality%20in%20the%20United%20States.pdf,"Mass incarceration, public health, and widening inequality in the USA"
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5831751/,Exploring Healthcare Experiences for Incarcerated Individuals Who Identify as Transgender in a Southern Jail
https://www.urban.org/sites/default/files/publication/89451/legal_aid_final_0.pdf,Consequences of Policing Prostitution:
https://5harad.com/papers/100M-stops.pdf,A large-scale analysis of racial disparities in police stops across the United States
https://www.texascjc.org/one-size-fails-all,Return to Nowhere:
https://nlchp.org/wp-content/uploads/2019/02/No_Safe_Place.pdf,No Safe Place:
https://www.researchgate.net/publication/316863460_Seattle%27s_Law_Enforcement_Assisted_Diversion_LEAD_Program_Effects_on_Recidivism_Outcomes,Seattle's Law Enforcement Assisted Diversion (LEAD):
https://www.nwlc.org/sites/default/files/pdfs/mothersbehindbars2010.pdf,Mothers Behind Bars:
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3335138,Evaluating the Impacts of Eliminating Prosecutorial Requests for Cash Bail
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2409166/pdf/JPE170037.pdf,"Perinatal Needs of Pregnant, Incarcerated Women"
https://www.repository.law.indiana.edu/cgi/viewcontent.cgi?article=11036&context=ilj,The Price They Pay:
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5130958/,Health Insurance Trends and Access to Behavioral Healthcare
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2836121/pdf/nihms173653.pdf,Release from Prison -- A High Risk of Death for Former Inmates
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2582162/pdf/nihms70975.pdf,A randomized clinical trial of methadone maintenance for prisoners:
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2443939/pdf/nihms54135.pdf,A Study of Methadone Maintenance For Male Prisoners:
https://journalofethics.ama-assn.org/sites/journalofethics.ama-assn.org/files/2018-05/stas1-1709.pdf,Why It's Inappropriate Not to Treat Incarcerated Patients with Opioid Agonist Therapy
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6299641/pdf/12889_2018_Article_6304.pdf,Potential drivers of HIV acquisition in African-American women related to mass incarceration:
https://www.bjs.gov/content/pub/pdf/ji16.pdf,Jail Inmates in 2016
https://www.prisonpolicy.org/phones/state_of_phone_justice.html,State of Phone Justice:
https://cdn.americanprogress.org/wp-content/uploads/issues/2012/06/pdf/juvenile_justice.pdf,The Unfair Criminalization of Gay and Transgender Youth:
https://digitalcommons.wcl.american.edu/cgi/viewcontent.cgi?referer=https://www.google.com/&httpsredir=1&article=1679&context=jgspl,"The Overrepresentation of Lesbian, Gay, Bisexual, Questioning, Gender Nonconforming and Transgender Youth"
https://www-cdn.law.stanford.edu/wp-content/uploads/2017/05/Stanford-Report-FINAL.pdf,Confronting California's Continuing Prison Crisis:
https://www.vera.org/publication_downloads/arrest-trends-every-three-seconds-landing/arrest-trends-every-three-seconds.pdf,Every Three Seconds:
https://www.prisonpolicy.org/scans/pji/where_pretrial_improvements_are_happening_jan2019.pdf,Where Pretrial Improvements Are Happening
https://justicelab.columbia.edu/sites/default/files/content/Wisconsin%20Community%20Corrections%20Story%20final%20online%20copy.pdf,The Wisconsin Community Corrections Story
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3247326,Undue Influence:
https://journalofethics.ama-assn.org/article/compassionate-release-policy-reform-physicians-advocates-human-dignity/2017-09,Compassionate Release Policy Reform:
https://www.aclu.org/sites/default/files/field_document/aclu_smart_justice_prosecutor_transparency_report.pdf,Unlocking the Black Box:
http://www.tidc.texas.gov/media/31818/150122_weightedcl_final.pdf,Guidelines for Indigent Defense Caseloads:
http://www.ncjj.org/pdf/Juvenile%20Arrests%20Bulletins/251861.pdf,"Juvenile Arrests, 2016"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2745000,To Serve and Collect:
https://www.justice4all.org/wp-content/uploads/2017/09/Driven-by-Dollars.pdf,Driven by Dollars:
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6289426/pdf/pmed.1002680.pdf,Associations between sex work laws and sex workers' health:
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242316/pdf/nihms841710.pdf,Mortality After Prison Release:
https://www.ussc.gov/sites/default/files/pdf/research-and-publications/research-publications/2019/20190108_Intra-City-Report.pdf,Intra-City Differences in Federal Sentencing Practices
https://www.sentencingproject.org/wp-content/uploads/2019/01/Top-Trends-in-State-Criminal-Justice-Reform-2018.pdf?eType=EmailBlastContent&eId=da51f536-4b29-466a-9447-aa131c12afb3,"Top Trends in State Criminal Justice Reform, 2018"
https://www.brookings.edu/wp-content/uploads/2018/03/es_20180314_looneyincarceration_final.pdf,Work and opportunity before and after incarceration
http://www.hamiltonproject.org/assets/files/BailFineReform_EA_121818_6PM.pdf,The Economics of Bail and Pretrial Detention
https://aclu-co.org/wp-content/uploads/2017/10/JUSTICE-DERAILED-web.pdf,Justice Derailed:
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3518325/,Roe v Wade and the new Jane Crow:
https://bit.ly/2RryZ7e,The War on Drugs and the War on Abortion:
https://www.amnesty.org/download/Documents/AMR5162032017ENGLISH.pdf,Criminalizing Pregnancy:
https://onlinelibrary.wiley.com/doi/full/10.1002/hast.791,How the Criminalization of Pregnancy Robs Women of Reproductive Autonomy
http://texaslawreview.org/wp-content/uploads/2016/03/Goodwin.Final_.pdf,Invisible Women:
https://www.brennancenter.org/publication/crime-2018-updated-analysis,Crime in 2018:
https://s3.amazonaws.com/documents.nycbar.org/files/2018410-MandatorySurchargesCriminalCharges.pdf,New York Should Re-examine Mandatory Court Fees Imposed on Individuals Convicted of Criminal Offenses and Violations
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3780417/,Paradox of Probation:
https://www.prisonpolicy.org/reports/correctionalcontrol2018.html,Correctional Control 2018:
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3097203,"The Minimum Wage, EITC, and Criminal Recidivism"
https://ccresourcecenter.org/state-restoration-profiles/50-state-comparisoncharacteristics-of-pardon-authorities/,50-State Comparison Characteristics of Pardon Authorities
https://www.brennancenter.org/sites/default/files/publications/FJP_21Principles_FINAL.pdf,21 Principles for the 21st Century Prosecutor
https://www.abell.org/sites/default/files/files/Juvenile%20Justice%20Report%206_26.pdf,Fact Check:
https://deathpenaltyinfo.org/documents/2018YrEnd.pdf,The Death Penalty in 2018:
https://everysecond.fwd.us/downloads/EverySecond.FWD.us.pdf,Every Second:
https://opportunityinsights.org/wp-content/uploads/2018/10/atlas_paper.pdf,The Opportunity Atlas:
https://ir.law.fsu.edu/articles/408/?fbclid=IwAR2Jo6pAHQrv_IpWfY9ElEx8nhEo1UD8wvawIyda6NIVDnxchjhsac8XHTY,Incarceration Incentives in the Decarceration Era
https://robinainstitute.umn.edu/publications/modernizing-parole-statutes-guidance-evidence-based-practice,Modernizing Parole Statutes:
https://www.jrsa.org/pubs/sac-digest/vol-27/de-Recidivism-2011-13.pdf,Recidivism in Delaware:
https://famm.org/wp-content/uploads/Exec-Summary-Report.pdf,Everywhere and Nowhere:
https://deathpenaltyinfo.org/node/2395,"Defendants Whose Death Sentences Have Been Reduced Because of a Finding of ""Mental Retardation"" since Atkins v. Virginia"
https://robinainstitute.umn.edu/publications/improving-parole-release-america,Improving Parole Release in America
http://www.justicepolicy.org/uploads/justicepolicy/documents/The_Ungers_5_Years_and_Counting.pdf,"The Ungers, 5 Years and Counting:"
https://www.prisonpolicy.org/reports/longsentences.html,Eight Keys to Mercy:
https://www.ncsl.org/documents/cj/sentencing.pdf,Making Sense of Sentencing
https://robinainstitute.umn.edu/publications/continuing-leverage-releasing-authorities-findings-national-survey-executive-summary,The Continuing Leverage of Releasing Authorities:
https://robinainstitute.umn.edu/publications/model-penal-code-sentencing-proposed-final-draft-approved-may-2017,Model Penal Code:
https://www.prisonpolicy.org/reports/pie2018women.html,Women's Mass Incarceration:
https://chicagobond.org/wp-content/uploads/2018/10/money-for-communities-not-cages-why-cook-county-should-reduce-the-sheriffs-bloated-jail-budget.pdf,"Money for Communities, Not Cages:"
